Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
12/15/2013,2:35:00,MCP,"1st district, Rockville",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,NORFOLK AVE AT RUGBY AVE BETHESDA,39.11378667,-77.23571833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,JEEP,CHEROKEE,WHITE,Citation,21-902(a2),Transportation Article,No,WHITE,F,DAMASCUS,MD,MD,B - Unmarked Patrol,"(39.1137866666667, -77.2357183333333)"
3/2/2012,6:59:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,3300 BLOCK OF DAMASCUS ROAD,39.22603022,-77.06701068,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,MERCURY,MILAN,GREEN,Citation,21-801.1,Transportation Article,No,WHITE,F,HANOVER,MD,MD,Q - Marked Laser,"(39.2260302166667, -77.0670106833333)"
2/28/2012,8:34:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 45 MPH ZONE,E/B RT28/NORWOOD RD,39.11853672,-77.02254383,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HYUN,SANTA FE,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,F,FREDERICK,MD,MD,Q - Marked Laser,"(39.1185367166667, -77.0225438333333)"
4/22/2014,8:13:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,GEORGIA AVE AT SHOREFIELD RD,39.05243,-77.05060333,No,No,No,No,No,No,No,No,No,No,MD,08 - Recreational Vehicle,2003,SATURN,VUE,GRAY,Citation,21-801.1,Transportation Article,No,BLACK,F,OLNEY,MD,MD,A - Marked Patrol,"(39.05243, -77.0506033333333)"
12/4/2012,18:46:00,MCP,"5th district, Germantown",PERSON WITH MD REG. VEHICLE FAILING TO TRANSPORT CHILD WEIGHING 40 LBS OR LESS IN CHILD SAFETY SEAT,GREAT SENECA HIGHWAY @ WISTERIA DRIVE,39.17431578,-77.26122693,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,TRUCK,GREEN,Citation,22-412.2(d),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1743157833333, -77.2612269333333)"
4/1/2012,21:42:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE MOTOR VEH. DRIVER TO FURNISH WRITTEN I.D. INFO. ON UNATTENDED DAMAGED VEH.,MIDTOWN RD/HART RD,39.14958812,-77.2339197,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,CAMRY,SILVER,Citation,20-105(c),Transportation Article,No,WHITE,M,N POTOMAC,MD,MD,A - Marked Patrol,"(39.1495881166667, -77.2339197)"
2/15/2013,6:44:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 78 MPH IN A POSTED 55 MPH ZONE,NB I270 FROM RT28 TO MVA,39.1723704,-77.244957,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,VOLK,4S,"BLUE, LIGHT",Citation,21-801.1,Transportation Article,No,HISPANIC,M,PHOENIX,AZ,AZ,A - Marked Patrol,"(39.1723704, -77.244957)"
4/23/2013,11:39:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,LELAND ST AT WISCONSIN AVENUE,38.98010927,-77.09180783,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BENTLEY,4DR,BLACK,Citation,16-303(c),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.9801092666667, -77.0918078333333)"
9/7/2014,19:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SAYBROOKE/WOODFIELD,39.1499311,-77.17638753,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,CAMRY,RED,Citation,13-409(b),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1499311, -77.1763875333333)"
10/15/2012,17:20:00,MCP,"4th district, Wheaton","DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",N/B AMHERST AVE @ WINDHAM DR,39.03275528,-77.04710808,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,TOYOTA,CAMRY,BROWN,Citation,16-303(h),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0327552833333, -77.0471080833333)"
4/21/2012,12:26:00,MCP,"5th district, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,MIDDLEBROOK/355,39.1807191,-77.2393934,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,ACUR,TK,BLACK,Citation,13-411(f),Transportation Article,No,ASIAN,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1807191, -77.2393934)"
11/5/2012,16:48:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,EMORY LANE AND GEORGE WASHINGTON DR,39.12349012,-77.09204408,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CHEV,PRIZM,GOLD,Citation,21-801.1,Transportation Article,No,WHITE,F,OLNEY,MD,MD,Q - Marked Laser,"(39.1234901166667, -77.0920440833333)"
6/18/2013,9:15:00,MCP,"1st district, Rockville",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,13313 DARNESTOWN RD,39.11204667,-77.2752,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,ODESSEY,GRAY,Citation,21-301(a),Transportation Article,Yes,ASIAN,F,BOYDS,MD,MD,A - Marked Patrol,"(39.1120466666667, -77.2752)"
1/1/2012,4:39:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,COLUMBIA PK/STEWART LN,39.0466317,-76.98689647,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,SUBARU,FORESTER,BLUE,Citation,21-801(b),Transportation Article,No,ASIAN,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0466317, -76.9868964666667)"
6/8/2013,18:44:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,W. DIAMOND AVE @ BUREAU DR,39.14122118,-77.21620802,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,GXE,WHITE,Citation,16-112(c),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1412211833333, -77.2162080166667)"
1/23/2012,0:10:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,UNIVERSITY BLVD / AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,JEEP,SUV,WHITE,Citation,16-303(d),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,
3/21/2013,22:19:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,N/B GEORGIA AVE @ EMORY CHURCH ROAD,39.13354007,-77.07006627,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,DODG,TK,BROWN,Citation,21-202(h1),Transportation Article,No,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1335400666667, -77.0700662666667)"
6/19/2015,6:44:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 70 MPH IN A POSTED 60 MPH ZONE,MD 200 @ CRABBS BRANCH WAY,39.13118,-77.17057,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,ACCORD,GRAY,Citation,21-801.1,Transportation Article,No,HISPANIC,M,ODENTON,MD,MD,A - Marked Patrol,"(39.13118, -77.17057)"
9/23/2012,0:37:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER INVOLVED IN ACCIDENT TO RENDER REASONABLE ASSISTANCE TO INJURED PERSON,N/B GEORGIA AVE @ PLYERS MILL RD,39.05841613,-77.04827417,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,4RUNNER,MAROON,Citation,20-104(a),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0584161333333, -77.0482741666667)"
1/1/2014,9:28:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,US 29 S/B NORTH OF BRIGGS CHANEY ROAD,39.08819167,-76.94407667,No,No,No,Yes,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008,PTRB,TK X 7/14,YELLOW,Citation,21-309(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0881916666667, -76.9440766666667)"
1/31/2014,21:16:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,COLESVILLE RD / EAST WEST HWY,38.99307833,-77.03300667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CADI,4S,WHITE,Citation,13-401(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9930783333333, -77.0330066666667)"
7/3/2012,10:52:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RT 124 @ CLOPPER RD,39.14386423,-77.22356785,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2005,FORD,EXPLORER,WHITE,Citation,21-201(a1),Transportation Article,No,WHITE,F,STERLING,VA,,A - Marked Patrol,"(39.1438642333333, -77.22356785)"
8/12/2012,10:16:00,MCP,"1st district, Rockville",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GEORGIA AVE/DENNIS AVE,39.02167738,-77.04487513,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,JEEP,4X4,SILVER,Citation,21-202(h1),Transportation Article,No,WHITE,F,WHEATON,MD,MD,M - Marked (Off-Duty),"(39.0216773833333, -77.0448751333333)"
7/20/2012,21:40:00,MCP,"1st district, Rockville",DRIVER SPINNING WHEELS,N/B 355 @ HUBBARD DR,39.08117295,-77.1455773,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,1985,NISSAN,300ZX,WHITE,Citation,21-1117(c),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.08117295, -77.1455773)"
7/31/2012,1:46:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,S/B RT 29 @ BLACKBURN RD,39.09263652,-76.94048983,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,PRIUS,GRAY,Citation,13-409(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0926365166667, -76.9404898333333)"
1/19/2012,15:16:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,S/B I 270 @ I 370,39.12018103,-77.19798135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,DODGE,CARAVAN,BLUE,Citation,21-1124.2(d2),Transportation Article,No,HISPANIC,F,ADELPHI,MD,MD,A - Marked Patrol,"(39.1201810333333, -77.19798135)"
4/1/2012,21:11:00,MCP,"1st district, Rockville","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",WOOTTON PKWY @ HURLEY,39.07989415,-77.18440918,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2004,TOYT,VN,GOLD,Citation,21-901.1(b),Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,"(39.07989415, -77.1844091833333)"
1/25/2012,8:43:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WILSON LN AT GLENBROOK RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,CVR,RED,Citation,21-201(a1),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,
3/27/2012,0:18:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,1703 EAST WEST HWY,38.98350748,-77.09296003,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1996,MAZDA,PROTEGE,GREEN,Citation,21-801(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9835074833333, -77.0929600333333)"
5/8/2012,22:47:00,MCP,"3rd district, Silver Spring","DRIVING, MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",GEORGIA AVE AT COLESVILLE RD,38.99589532,-77.0280368,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1997,TOYOTA,2D,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,WASHINGTON,DC,,A - Marked Patrol,"(38.9958953166667, -77.0280368)"
6/6/2014,17:24:00,MCP,Headquarters and Special Operations,HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,MAPLE AVE / ASPEN ST,38.986755,-77.08308333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,P/U,WHITE,Citation,16-105(b1),Transportation Article,No,WHITE,M,NEW CARROLLTON,MD,MD,A - Marked Patrol,"(38.986755, -77.0830833333333)"
5/30/2012,22:30:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,QUINCE ORCHARD / HILLSTONE,39.12155923,-77.25016708,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,ESCAPE,BLUE,Citation,21-902(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1215592333333, -77.2501670833333)"
1/5/2012,19:52:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,OLD GEORGETOWN RD/RYLAND DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,
7/30/2013,12:58:00,MCP,"1st district, Rockville",IMPROPER PASSING OF OVERTAKEN VEHICLE,MUDDY BRANCH RD @ DARNESTOWN RD,39.10247438,-77.22037057,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HYUN,ELANRTA,GRAY,Citation,21-303(b),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1024743833333, -77.2203705666667)"
5/18/2012,8:55:00,MCP,"3rd district, Silver Spring",OPERATOR NOT RESTRAINED BY SEATBELT,UNIVERSITY BLVD E/COLESVILLE RD,39.0189817,-77.00926655,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,CHEV,ASTRO,WHITE,Citation,22-412.3(b),Transportation Article,No,WHITE,M,MOUNT AIRY,MD,MD,A - Marked Patrol,"(39.0189817, -77.00926655)"
3/29/2012,2:58:00,MCP,Headquarters and Special Operations,RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,PLUM ORCHARD AT BROADBIRCH,38.99055747,-77.02294432,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,SIENNA,GRAY,Citation,21-901.1(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9905574666667, -77.0229443166667)"
3/30/2012,17:36:00,MCP,"6th district, Gaithersburg / Montgomery Village","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",MONTGOMERY VILLAGE AVE/CLUBHOUSE RD,39.17286678,-77.20454955,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2000,INFINITY,Q45T,GRAY,Citation,16-101(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1728667833333, -77.20454955)"
11/16/2012,12:04:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,BROOKES AVE/ RUSSELL AVE,39.1447779,-77.19687583,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,CRV,TAN,Citation,21-707(a),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1447779, -77.1968758333333)"
4/13/2012,18:41:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,S/B NEW HAMPSHIRE AVE @ DILSTON RD,39.01047598,-76.97931758,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,DODGE,DURANGO,MAROON,Citation,13-401(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0104759833333, -76.9793175833333)"
5/10/2012,23:01:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,WASHINGTONIAN BLVD/GRAND CORNER,39.11713978,-77.20463473,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,JEEP,CHEROKEE,BRONZE,Citation,13-401(h),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1171397833333, -77.2046347333333)"
2/13/2012,14:46:00,MCP,"4th district, Wheaton",DRIVING WITH AN EXPIRED LICENSE,RANDOLPH RD AT SHERWOOD FOREST DR,39.072922,-77.0081652,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992,HONDA,CIVIC,PURPLE,Citation,16-115(f),Transportation Article,No,OTHER,M,MANASSAS,VA,VA,A - Marked Patrol,"(39.072922, -77.0081652)"
1/26/2012,15:38:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,COLESVILLE RD/ FENTON ST,38.9978526,-77.02718265,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HONDA,CIVIC,RED,Citation,13-410(e2),Transportation Article,No,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(38.9978526, -77.02718265)"
1/11/2012,1:13:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY A CONTROLLED DANGEROUS SUBSTANCE,417 W. DIAMOND AVENUE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,FORD,FOCUS,SILVER,Citation,21-902(d1),Transportation Article,No,BLACK,M,ASHTON,MD,MD,A - Marked Patrol,
10/12/2013,2:10:00,MCP,"2nd district, Bethesda",FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,WOODMONT @ BATTERY,39.06904,-77.11457,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1997,FORD,EXPEDITION,RED,Citation,20-105.1,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.06904, -77.11457)"
7/10/2012,5:26:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BRAODBIRCH RD @ BOURNFIELD WAY,39.05582377,-76.96217887,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISSAN,ALTIMA,BLACK,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,OXON HILL,MD,MD,A - Marked Patrol,"(39.0558237666667, -76.9621788666667)"
1/15/2012,15:12:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RANDOLPH RD / KEMP MILL ROAD,39.06627872,-77.02704402,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HONDA,CIVIC,WHITE,Citation,13-411(f),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0662787166667, -77.0270440166667)"
1/9/2012,0:18:00,MCP,"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",UNIVERSITY BLVD W @ AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,CIVIC,BLACK,Citation,22-201.1,Transportation Article,No,ASIAN,M,HYATTSVILLE,MD,MD,A - Marked Patrol,
2/4/2012,21:41:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,CONNECTICUT AVE/WELLER ROAD,39.05797715,-77.04864462,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,DODGE,RAM WAGON,BEIGE,Citation,21-801(b),Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05797715, -77.0486446166667)"
2/10/2012,0:45:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,STEDWICK ROAD AT MONTGOMERY VILLAGE AVE,39.14968607,-77.23384745,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,NISSAN,4S,BLUE,Citation,16-112(c),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1496860666667, -77.23384745)"
7/5/2012,0:33:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,SHADY GROVE RD / OFF RAMP NB 270,39.11150592,-77.18702805,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,TK,GRAY,Citation,21-801(b),Transportation Article,No,WHITE,F,SYKESVILLE,MD,MD,A - Marked Patrol,"(39.1115059166667, -77.18702805)"
8/1/2012,15:48:00,MCP,"3rd district, Silver Spring",DRIVER PERMITTING PERSON TO OCCUPY AREA OF VEHICLEPRIMARILY INTENDED TO CARRY CARGO,13TH STREET/GEORGIA AVE,38.99223708,-77.02650063,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,TK,WHITE,Citation,21-1107(b1),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(38.9922370833333, -77.0265006333333)"
4/15/2012,20:43:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,E RANDOLPH/BILLINGSLY,39.06838095,-76.9863079,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1993,LEXUS,4S,,Citation,16-101(a),Transportation Article,No,WHITE,F,SILVER SPRING,MD,,A - Marked Patrol,"(39.06838095, -76.9863079)"
4/17/2014,20:28:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 85 MPH IN A POSTED 55 MPH ZONE,S/B I-270 @ DEMOCRACY BLVD,39.01921167,-77.14549833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2001,CHRYSLER,300M,WHITE,Citation,21-801.1,Transportation Article,No,HISPANIC,M,MCLEAN,VA,VA,A - Marked Patrol,"(39.0192116666667, -77.1454983333333)"
2/1/2012,12:18:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,LEISURE WORLD BLV /   NORBECK BLV,39.10903712,-77.06830808,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CRYSTLER,TOWN & COUNTRY,SILVER,Citation,21-801(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1090371166667, -77.0683080833333)"
5/16/2012,7:07:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,SCENERY DRIVE/GERMANTOWN ROAD,39.19249438,-77.23333555,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,JEEP,4S,TAN,Citation,22-412.3(b),Transportation Article,No,OTHER,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1924943833333, -77.23333555)"
1/28/2012,11:24:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,UNIVERSITY BLVD W/EAST AVE,39.03923393,-77.05696457,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,ACURA,INTEGRA,WHITE,Citation,13-401(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,,A - Marked Patrol,"(39.0392339333333, -77.0569645666667)"
9/14/2013,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,S/B RT 355 / SUMMIT AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,HONDA,CIVIC,SILVER,Citation,16-112(c),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
3/15/2012,19:54:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,S/B GA AVE LN #1 @ NORBECK,39.1084002,-77.0762028,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2011,LANDROVER,SPORT,WHITE,Citation,21-202(h1),Transportation Article,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1084002, -77.0762028)"
5/6/2012,1:39:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,UNIVERSITY BLVD @ CARROLL AVENUE,38.99042172,-77.02289627,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HONDA,ACCORD,BLACK,Citation,21-902(a2),Transportation Article,No,HISPANIC,M,SILVER SPING,MD,MD,A - Marked Patrol,"(38.9904217166667, -77.0228962666667)"
9/14/2015,16:49:00,MCP,"3rd district, Silver Spring",PERMITTING VEH. TO BE DRIVEN ON HWY. W/O CURRENT REGISTRATION & VALIDATION TABS ISSUED BY ADM.,16TH STREET AT SECOND AVE,39.00357833,-77.04008833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HOND,4S,BEIGE,Citation,13-411(e),Transportation Article,No,BLACK,M,GREENBELT,MD,MD,A - Marked Patrol,"(39.0035783333333, -77.0400883333333)"
