Report_No,Reported_Date,Reported Time,From_Date,From Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1
90000531,01-03-2009 00:00,01:33,01-03-2009 00:00,01:33,302,120,Armed Robbery,141,500  E 33 ST,KANSAS CITY,64109,PJ2632,CPD,U,2,SUS,B,M,,"500 33 ST
KANSAS CITY, MO 64109
(39.066277545000446, -94.57905024899969)"
90000531,01-03-2009 00:00,01:33,01-03-2009 00:00,01:33,302,120,Armed Robbery,141,500  E 33 ST,KANSAS CITY,64109,PJ2632,CPD,U,2,VIC,W,M,28,"500 33 ST
KANSAS CITY, MO 64109
(39.066277545000446, -94.57905024899969)"
90000522,01-03-2009 00:00,00:45,01-02-2009 00:00,10:00,670,23D,Stealing from Buildi,134,4700  BROADWAY,KANSAS CITY,64112,PJ3741,CPD,U,1,SUS,U,U,,"4700 BROADWAY
KANSAS CITY, MO 64112
(39.04223181100048, -94.59162775899966)"
90000525,01-03-2009 00:00,01:20,01-02-2009 00:00,23:45,640,23F,Stealing From Auto,133,3700  BROADWAY,KANSAS CITY,64110,PJ2960,CPD,U,1,VIC,B,F,22,"3700 BROADWAY
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000522,01-03-2009 00:00,00:45,01-02-2009 00:00,10:00,670,23D,Stealing from Buildi,134,4700  BROADWAY,KANSAS CITY,64112,PJ3741,CPD,U,1,VIC,W,F,26,"4700 BROADWAY
KANSAS CITY, MO 64112
(39.04223181100048, -94.59162775899966)"
90000531,01-03-2009 00:00,01:33,01-03-2009 00:00,01:33,302,120,Armed Robbery,141,500  E 33 ST,KANSAS CITY,64109,PJ2632,CPD,U,3,SUS,B,M,,"500 33 ST
KANSAS CITY, MO 64109
(39.066277545000446, -94.57905024899969)"
90000524,01-03-2009 00:00,01:20,01-03-2009 00:00,01:00,1401,290,Property Damage,114,2800  MADISON AV,KANSAS CITY,64108,PJ2265,CPD,U,1,SUS,U,U,,"2800 MADISON AV
KANSAS CITY, MO 64108
(39.07625295700046, -94.59549576699965)"
90000532,01-03-2009 00:00,01:30,01-02-2009 00:00,22:20,640,23F,Stealing From Auto,133,3700  BROADWAY,KANSAS CITY,64111,PJ2960,CPD,U,3,VIC,B,F,22,"3700 BROADWAY
KANSAS CITY, MO 64111
(39.06110080500048, -94.59054611999966)"
90000525,01-03-2009 00:00,01:20,01-02-2009 00:00,23:45,640,23F,Stealing From Auto,133,3700  BROADWAY,KANSAS CITY,64110,PJ2960,CPD,U,1,SUS,U,U,,"3700 BROADWAY
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000531,01-03-2009 00:00,01:33,01-03-2009 00:00,01:33,302,120,Armed Robbery,141,500  E 33 ST,KANSAS CITY,64109,PJ2632,CPD,U,1,VIC,W,M,26,"500 33 ST
KANSAS CITY, MO 64109
(39.066277545000446, -94.57905024899969)"
90000533,01-03-2009 00:00,01:50,01-03-2009 00:00,00:01,640,23F,Stealing From Auto,133,W 37 ST/BROADWAY,KANSAS CITY,64111,PJ2960,CPD,U,1,VIC,B,F,25,"37 ST
BROADWAY KANSAS CITY, MO 64111
(39.05946242900046, -94.59291930099965)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,401,13A,Aggravated Assault (,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,1,VIC,W,M,14,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,401,13A,Aggravated Assault (,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,3,VIC,W,F,35,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,401,13A,Aggravated Assault (,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,2,VIC,W,M,13,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,401,13A,Aggravated Assault (,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,1,SUS,W,M,43,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,1401,290,Property Damage,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,2,VIC,W,M,13,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000537,01-03-2009 00:00,02:01,01-02-2009 00:00,17:30,702,240,Auto Theft,414,6500  N COSBY AV,KANSAS CITY,,PP0626,NPD,U,2,VIC,W,M,45,"6500 COSBY AV
KANSAS CITY, MO
(39.21409335700048, -94.64659830199969)"
90000537,01-03-2009 00:00,02:01,01-02-2009 00:00,17:30,702,240,Auto Theft,414,6500  N COSBY AV,KANSAS CITY,,PP0626,NPD,U,1,VIC,,,,"6500 COSBY AV
KANSAS CITY, MO
(39.21409335700048, -94.64659830199969)"
90000537,01-03-2009 00:00,02:01,01-02-2009 00:00,17:30,502,220,Burglary - Non Resid,414,6500  N COSBY AV,KANSAS CITY,,PP0626,NPD,U,1,VIC,,,,"6500 COSBY AV
KANSAS CITY, MO
(39.21409335700048, -94.64659830199969)"
90000537,01-03-2009 00:00,02:01,01-02-2009 00:00,17:30,502,220,Burglary - Non Resid,414,6500  N COSBY AV,KANSAS CITY,,PP0626,NPD,U,2,VIC,W,M,45,"6500 COSBY AV
KANSAS CITY, MO
(39.21409335700048, -94.64659830199969)"
90000537,01-03-2009 00:00,02:01,01-02-2009 00:00,17:30,502,220,Burglary - Non Resid,414,6500  N COSBY AV,KANSAS CITY,,PP0626,NPD,U,1,SUS,U,U,,"6500 COSBY AV
KANSAS CITY, MO
(39.21409335700048, -94.64659830199969)"
90000533,01-03-2009 00:00,01:50,01-03-2009 00:00,00:01,640,23F,Stealing From Auto,133,W 37 ST/BROADWAY,KANSAS CITY,64111,PJ2960,CPD,U,1,SUS,U,U,,"37 ST
BROADWAY KANSAS CITY, MO 64111
(39.05946242900046, -94.59291930099965)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,401,13A,Aggravated Assault (,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,2,VIC,W,M,13,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,401,13A,Aggravated Assault (,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,1,SUS,W,M,43,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,1401,290,Property Damage,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,3,VIC,W,F,35,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,1401,290,Property Damage,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,1,VIC,W,M,14,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000537,01-03-2009 00:00,02:01,01-02-2009 00:00,17:30,702,240,Auto Theft,414,6500  N COSBY AV,KANSAS CITY,,PP0626,NPD,U,1,SUS,U,U,,"6500 COSBY AV
KANSAS CITY, MO
(39.21409335700048, -94.64659830199969)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,401,13A,Aggravated Assault (,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,1,VIC,W,M,14,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90000536,01-03-2009 00:00,01:44,01-03-2009 00:00,01:40,401,13A,Aggravated Assault (,114,1800  HOLLY ST,KANSAS CITY,64108,PJ1630,CPD,U,3,VIC,W,F,35,"1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)"
90001339,01-06-2009 00:00,14:43,01-06-2009 00:00,12:00,2040,90Z,Violation Full Order,133,4000  MCGEE ST ,KANSAS CITY,64111,PJ3264,CPD,U,1,VIC,B,F,54,"4000 MCGEE ST
KANSAS CITY, MO 64111
(39.05390314900046, -94.58275625799968)"
90084812,10/28/2009 0:00,15:27,10/28/2009 0:00,12:00,1742,90Z,Sex Off Misconduct,414,4800  NW 82 ST,KANSAS CITY,64151,PP0394,NPD,U,1,VIC,W,F,34,"4800 82 ST
KANSAS CITY, MO 64151
(39.24226794900045, -94.63496833299968)"
90000550,01-03-2009 00:00,02:04,01-03-2009 00:00,02:04,2601,90Z,Misc Violation,234,W 89 ST/WORNALL RD,KANSAS CITY,64131,PJ6235,MPD,U,1,VIC,B,M,16,"89 ST WORNALL RD
KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)"
90000544,01-03-2009 00:00,02:52,01-03-2009 00:00,02:45,401,13A,Aggravated Assault (,233,E 80 ST/GARFIELD AV,KANSAS CITY,64130,PJ5862,MPD,N,1,VIC,B,M,51,"80 ST GARFIELD AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000546,01-03-2009 00:00,02:52,01-03-2009 00:00,02:50,402,13A,Agg Assault - Drive-,233,7900  EUCLID AV,KANSAS CITY,64130,PJ5862,MPD,U,7,VIC,B,M,77,"7900 EUCLID AV
KANSAS CITY, MO 64130
(38.98377161200045, -94.56455886899965)"
90000548,01-03-2009 00:00,03:34,01-03-2009 00:00,03:34,2601,90Z,Misc Violation,113,1500  HOLMES ST,KANSAS CITY,,PJ1363,CPD,U,1,VIC,B,F,10,"1500 HOLMES ST
KANSAS CITY, MO
(39.095351561000484, -94.57532645599969)"
90000539,01-03-2009 00:00,02:04,01-03-2009 00:00,01:50,802,13B,Non Agg Assault Dome,535,14500  S 71 HIGHWAY ,KANSAS CITY,64145,,,Y,1,ARR,B,M,21,"14500 71 HIGHWAY
KANSAS CITY, MO 64145
(38.8955022990005, -94.59558955399967)"
90000546,01-03-2009 00:00,02:52,01-03-2009 00:00,02:50,402,13A,Agg Assault - Drive-,233,7900  EUCLID AV,KANSAS CITY,64130,PJ5862,MPD,U,8,VIC,B,F,46,"7900 EUCLID AV
KANSAS CITY, MO 64130
(38.98377161200045, -94.56455886899965)"
90000542,01-03-2009 00:00,02:41,01-03-2009 00:00,02:37,302,120,Armed Robbery,331,3300  E 30 ST ,KANSAS CITY,64128,PJ2499,EPD,U,1,SUS,U,U,,"3300 30 ST
KANSAS CITY, MO 64128
(39.07141494600046, -94.5441492389997)"
90000550,01-03-2009 00:00,02:04,01-03-2009 00:00,02:04,2601,90Z,Misc Violation,234,W 89 ST/WORNALL RD,KANSAS CITY,64131,PJ6235,MPD,U,3,SUS,B,M,16,"89 ST WORNALL RD
KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)"
90000546,01-03-2009 00:00,02:52,01-03-2009 00:00,02:50,402,13A,Agg Assault - Drive-,233,7900  EUCLID AV,KANSAS CITY,64130,PJ5862,MPD,U,1,VIC,B,M,23,"7900 EUCLID AV
KANSAS CITY, MO 64130
(38.98377161200045, -94.56455886899965)"
90000546,01-03-2009 00:00,02:52,01-03-2009 00:00,02:50,402,13A,Agg Assault - Drive-,233,7900  EUCLID AV,KANSAS CITY,64130,PJ5862,MPD,U,5,VIC,B,F,20,"7900 EUCLID AV
KANSAS CITY, MO 64130
(38.98377161200045, -94.56455886899965)"
90000544,01-03-2009 00:00,02:52,01-03-2009 00:00,02:45,401,13A,Aggravated Assault (,233,E 80 ST/GARFIELD AV,KANSAS CITY,64130,PJ5862,MPD,U,1,SUS,U,U,,"80 ST GARFIELD AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000539,01-03-2009 00:00,02:04,01-03-2009 00:00,01:50,802,13B,Non Agg Assault Dome,535,14500  S 71 HIGHWAY ,KANSAS CITY,64145,,,Y,1,VIC,B,F,19,"14500 71 HIGHWAY
KANSAS CITY, MO 64145
(38.8955022990005, -94.59558955399967)"
90000546,01-03-2009 00:00,02:52,01-03-2009 00:00,02:50,402,13A,Agg Assault - Drive-,233,7900  EUCLID AV,KANSAS CITY,64130,PJ5862,MPD,U,2,VIC,W,F,20,"7900 EUCLID AV
KANSAS CITY, MO 64130
(38.98377161200045, -94.56455886899965)"
90000546,01-03-2009 00:00,02:52,01-03-2009 00:00,02:50,402,13A,Agg Assault - Drive-,233,7900  EUCLID AV,KANSAS CITY,64130,PJ5862,MPD,U,6,VIC,B,M,4,"7900 EUCLID AV
KANSAS CITY, MO 64130
(38.98377161200045, -94.56455886899965)"
90000542,01-03-2009 00:00,02:41,01-03-2009 00:00,02:37,302,120,Armed Robbery,331,3300  E 30 ST ,KANSAS CITY,64128,PJ2499,EPD,U,1,VIC,W,M,52,"3300 30 ST
KANSAS CITY, MO 64128
(39.07141494600046, -94.5441492389997)"
90000544,01-03-2009 00:00,02:52,01-03-2009 00:00,02:45,401,13A,Aggravated Assault (,233,E 80 ST/GARFIELD AV,KANSAS CITY,64130,PJ5862,MPD,N,2,VIC,B,M,30,"80 ST GARFIELD AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000546,01-03-2009 00:00,02:52,01-03-2009 00:00,02:50,402,13A,Agg Assault - Drive-,233,7900  EUCLID AV,KANSAS CITY,64130,PJ5862,MPD,U,1,SUS,U,U,,"7900 EUCLID AV
KANSAS CITY, MO 64130
(38.98377161200045, -94.56455886899965)"
90000548,01-03-2009 00:00,03:34,01-03-2009 00:00,03:34,2601,90Z,Misc Violation,113,1500  HOLMES ST,KANSAS CITY,,PJ1363,CPD,U,1,SUS,B,M,33,"1500 HOLMES ST
KANSAS CITY, MO
(39.095351561000484, -94.57532645599969)"
90081769,10/18/2009 0:00,06:42,10/17/2009 0:00,23:59,1401,290,Property Damage,534,3400  E RED BRIDGE RD,KANSAS CITY,64137,PJ7037,SPD,U,1,VIC,,,,"3400 RED BRIDGE RD
KANSAS CITY, MO 64137
(38.92460826300049, -94.55044911899967)"
90000552,01-03-2009 00:00,02:30,01-03-2009 00:00,02:29,502,220,Burglary - Non Resid,132,300  E 36 ST,KANSAS CITY,64111,PJ2830,CPD,U,1,SUS,U,U,,"300 36 ST
KANSAS CITY, MO 64111
(39.06187777800045, -94.58208825099967)"
90034405,05-10-2009 00:00,13:45,05-09-2009 00:00,02:30,670,23D,Stealing from Buildi,221,5600  TRACY AV,KANSAS CITY,64110,PJ4490,MPD,U,1,SUS,U,U,,"5600 TRACY AV
KANSAS CITY, MO 64110
(39.025172926000494, -94.57161570199969)"
90000555,01-03-2009 00:00,03:55,01-02-2009 00:00,19:00,502,220,Burglary - Non Resid,213,8600  E 63 TF,KANSAS CITY,64130,PJ4889,MPD,U,1,VIC,,,,"8600 63
TF KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000559,01-03-2009 00:00,03:22,01-03-2009 00:00,03:00,1401,290,Property Damage,232,E 39 ST/PASEO,KANSAS CITY,64109,PJ3073,CPD,U,1,SUS,U,U,,"39 ST
PASEO KANSAS CITY, MO 64109
(39.05545028200049, -94.55466662299966)"
90000564,01-03-2009 00:00,05:50,01-03-2009 00:00,04:49,1401,290,Property Damage,412,700  NW 60 ST ,KANSAS CITY,64152,PC0599,NPD,U,1,VIC,,,,"700 60 ST
KANSAS CITY, MO 64152
(39.20271290700049, -94.69138961199968)"
90025895,04-10-2009 00:00,10:12,04-10-2009 00:00,07:00,1401,290,Property Damage,322,1400  COLLINS AV,KANSAS CITY,64127,PJ1296,EPD,U,1,SUS,U,U,,"1400 COLLINS AV
KANSAS CITY, MO 64127
(39.0959319210005, -94.52111603099968)"
90000554,01-03-2009 00:00,03:32,01-03-2009 00:00,03:00,2040,90Z,Violation Full Order,123,1400  E 30 ST,KANSAS CITY,64109,PJ2389,CPD,U,1,ARR,B,M,41,"1400 30 ST
KANSAS CITY, MO 64109
(39.072157340000444, -94.56651128099969)"
90000552,01-03-2009 00:00,02:30,01-03-2009 00:00,02:29,502,220,Burglary - Non Resid,132,300  E 36 ST,KANSAS CITY,64111,PJ2830,CPD,U,1,VIC,,,,"300 36 ST
KANSAS CITY, MO 64111
(39.06187777800045, -94.58208825099967)"
90000555,01-03-2009 00:00,03:55,01-02-2009 00:00,19:00,502,220,Burglary - Non Resid,213,8600  E 63 TF,KANSAS CITY,64130,PJ4889,MPD,U,1,SUS,U,U,,"8600 63
TF KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000557,01-03-2009 00:00,04:12,01-03-2009 00:00,03:30,901,200,Arson,315,5600  ST JOHN AV,KANSAS CITY,64124,PJ0300,EPD,U,1,SUS,U,U,,"5600 ST JOHN AV
KANSAS CITY, MO 64124
(39.11240824300046, -94.51616993699969)"
90000565,01-03-2009 00:00,05:14,01-03-2009 00:00,05:10,403,13A,Agg Assault - Domest,544,9800  WALLACE AV,KANSAS CITY,64134,PJ6638,SPD,U,1,VIC,B,M,24,"9800 WALLACE AV
KANSAS CITY, MO 64134
(38.94657669200046, -94.49116468199969)"
90000556,01-03-2009 00:00,03:41,01-03-2009 00:00,03:41,690,23H,Stealing All Other,113,W 13 ST/BALTIMORE AV,KANSAS CITY,64105,PJ1083,CPD,U,1,ARR,B,M,40,"13 ST BALTIMORE AV
KANSAS CITY, MO 64105
(39.10362371800045, -94.58633903699968)"
90000554,01-03-2009 00:00,03:32,01-03-2009 00:00,03:00,2040,90Z,Violation Full Order,123,1400  E 30 ST,KANSAS CITY,64109,PJ2389,CPD,U,1,VIC,B,F,58,"1400 30 ST
KANSAS CITY, MO 64109
(39.072157340000444, -94.56651128099969)"
90000556,01-03-2009 00:00,03:41,01-03-2009 00:00,03:41,690,23H,Stealing All Other,113,W 13 ST/BALTIMORE AV,KANSAS CITY,64105,PJ1083,CPD,U,1,VIC,,,,"13 ST BALTIMORE AV
KANSAS CITY, MO 64105
(39.10362371800045, -94.58633903699968)"
90000561,01-03-2009 00:00,05:15,01-03-2008 00:00,05:13,302,120,Armed Robbery,132,3800  BROADWAY,KANSAS CITY,64108,PJ3045,CPD,N,1,SUS,B,M,25,"3800 BROADWAY
KANSAS CITY, MO 64108
(39.07120216700048, -94.58994783299966)"
90000551,01-03-2009 00:00,03:32,01-03-2009 00:00,00:31,502,220,Burglary - Non Resid,532,11100  BLUE RIDGE BL,KANSAS CITY,64134,PJ7111,SPD,U,1,VIC,,,,"11100 BLUE RIDGE
BL KANSAS CITY, MO 64134
(38.9222204940005, -94.50946380999966)"
90000557,01-03-2009 00:00,04:12,01-03-2009 00:00,03:30,901,200,Arson,315,5600  ST JOHN AV,KANSAS CITY,64124,PJ0300,EPD,U,1,VIC,U,M,,"5600 ST JOHN AV
KANSAS CITY, MO 64124
(39.11240824300046, -94.51616993699969)"
90000563,01-03-2009 00:00,05:18,01-03-2009 00:00,05:18,1401,290,Property Damage,123,1700  E 18 ST,KANSAS CITY,64109,PJ1522,CPD,U,1,VIC,B,F,26,"1700 18 ST
KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)"
90000561,01-03-2009 00:00,05:15,01-03-2008 00:00,05:13,302,120,Armed Robbery,132,3800  BROADWAY,KANSAS CITY,64108,PJ3045,CPD,U,1,VIC,W,M,22,"3800 BROADWAY
KANSAS CITY, MO 64108
(39.07120216700048, -94.58994783299966)"
90063965,8/19/2009 0:00,09:24,8/18/2009 0:00,18:45,650,23G,Stealing Auto Parts/,115,2400  GILLHAM RD,KANSAS CITY,64127,PJ1880,CPD,U,1,VIC,B,F,40,"2400 GILLHAM RD
KANSAS CITY, MO 64127
(39.08396049400045, -94.57906599599966)"
90000584,01-03-2009 00:00,09:01,01-02-2009 00:00,22:00,502,220,Burglary - Non Resid,345,4100  BLUE RIDGE CUTOFF,KANSAS CITY,64133,PJ3492,EPD,U,1,SUS,U,U,,"4100 BLUE RIDGE
CUTOFF KANSAS CITY, MO 64133
(39.046743509000464, -94.47573730599964)"
90073124,9/18/2009 0:00,08:38,9/17/2009 0:00,08:15,650,23G,Stealing Auto Parts/,111,00  E 5 ST,KANSAS CITY,64106,PJ0469,CPD,U,1,VIC,W,F,37,"00 5 ST
KANSAS CITY, MO 64106
(39.31580142700045, -94.66491652699966)"
90000583,01-03-2009 00:00,09:16,01-02-2009 00:00,23:00,1401,290,Property Damage,532,10100  BENNINGTON AV,KANSAS CITY,64134,PJ6729,SPD,U,1,VIC,B,F,35,"10100 BENNINGTON AV
KANSAS CITY, MO 64134
(38.94187221700048, -94.51197712699968)"
90000570,01-03-2009 00:00,07:25,01-02-2009 00:00,22:00,1401,290,Property Damage,532,9900  BENNINGTON AV,KANSAS CITY,64134,PJ6720,SPD,U,1,VIC,W,M,45,"9900 BENNINGTON AV
KANSAS CITY, MO 64134
(38.94520424400048, -94.5124751789997)"
90000567,01-03-2009 00:00,06:48,01-03-2009 00:00,06:30,702,240,Auto Theft,633,5000  N BROOKLYN AV,KANSAS CITY,64118,PC0844,SCP,N,1,VIC,W,F,27,"5000 BROOKLYN AV
KANSAS CITY, MO 64118
(39.184741320000455, -94.55353568999965)"
90000583,01-03-2009 00:00,09:16,01-02-2009 00:00,23:00,1401,290,Property Damage,532,10100  BENNINGTON AV,KANSAS CITY,64134,PJ6729,SPD,U,1,SUS,U,U,,"10100 BENNINGTON AV
KANSAS CITY, MO 64134
(38.94187221700048, -94.51197712699968)"
90000585,01-03-2009 00:00,09:27,12/31/2008 0:00,23:00,670,23D,Stealing from Buildi,999,9900  S UNKNOWN ST,KANSAS CITY,,PKC000,CPD,U,1,VIC,W,M,16,"9900 UNKNOWN ST
KANSAS CITY, MO
(39.10295319700049, -94.5830775179997)"
90000579,01-03-2009 00:00,09:04,01-03-2009 00:00,08:40,702,240,Auto Theft,125,3400  BROOKLYN AV,KANSAS CITY,64109,PJ2794,CPD,U,1,VIC,B,F,23,"3400 BROOKLYN AV
KANSAS CITY, MO 64109
(39.06450169700048, -94.55778792999968)"
90000569,01-03-2009 00:00,06:18,01-03-2009 00:00,04:48,901,200,Arson,124,2600  EUCLID AV,KANSAS CITY,,PJ2161,CPD,U,1,SUS,U,U,,"2600 EUCLID AV
KANSAS CITY, MO
(39.07904224200047, -94.55935587799968)"
90000581,01-03-2009 00:00,09:06,01-02-2009 00:00,23:30,702,240,Auto Theft,312,800  NEWTON AV,KANSAS CITY,64125,PJ0947,EPD,U,1,SUS,U,U,,"800 NEWTON AV
KANSAS CITY, MO 64125
(39.1021026950005, -94.50404631999965)"
90000578,01-03-2009 00:00,08:48,01-02-2009 00:00,19:30,650,23G,Stealing Auto Parts/,142,3700  BROOKLYN AV,KANSAS CITY,64109,PJ3005,CPD,U,1,VIC,B,F,52,"3700 BROOKLYN AV
KANSAS CITY, MO 64109
(39.05931234700046, -94.55791563599968)"
90000585,01-03-2009 00:00,09:27,12/31/2008 0:00,23:00,670,23D,Stealing from Buildi,999,9900  S UNKNOWN ST,KANSAS CITY,,PKC000,CPD,U,1,SUS,U,U,,"9900 UNKNOWN ST
KANSAS CITY, MO
(39.10295319700049, -94.5830775179997)"
90000578,01-03-2009 00:00,08:48,01-02-2009 00:00,19:30,650,23G,Stealing Auto Parts/,142,3700  BROOKLYN AV,KANSAS CITY,64109,PJ3005,CPD,U,1,SUS,U,U,,"3700 BROOKLYN AV
KANSAS CITY, MO 64109
(39.05931234700046, -94.55791563599968)"
90000569,01-03-2009 00:00,06:18,01-03-2009 00:00,04:48,901,200,Arson,124,2600  EUCLID AV,KANSAS CITY,,PJ2161,CPD,U,1,VIC,B,F,40,"2600 EUCLID AV
KANSAS CITY, MO
(39.07904224200047, -94.55935587799968)"
90000586,01-03-2009 00:00,09:24,01-03-2009 00:00,09:10,702,240,Auto Theft,313,3400  E 9 ST,KANSAS CITY,64124,PJ0888,EPD,U,1,VIC,W,M,43,"3400 9 ST
KANSAS CITY, MO 64124
(39.10215456400044, -94.54090961399964)"
90000570,01-03-2009 00:00,07:25,01-02-2009 00:00,22:00,1401,290,Property Damage,532,9900  BENNINGTON AV,KANSAS CITY,64134,PJ6720,SPD,U,1,SUS,U,U,,"9900 BENNINGTON AV
KANSAS CITY, MO 64134
(38.94520424400048, -94.5124751789997)"
90000581,01-03-2009 00:00,09:06,01-02-2009 00:00,23:30,702,240,Auto Theft,312,800  NEWTON AV,KANSAS CITY,64125,PJ0947,EPD,U,1,VIC,W,F,56,"800 NEWTON AV
KANSAS CITY, MO 64125
(39.1021026950005, -94.50404631999965)"
90000586,01-03-2009 00:00,09:24,01-03-2009 00:00,09:10,702,240,Auto Theft,313,3400  E 9 ST,KANSAS CITY,64124,PJ0888,EPD,U,2,SUS,B,M,,"3400 9 ST
KANSAS CITY, MO 64124
(39.10215456400044, -94.54090961399964)"
90000599,01-03-2009 00:00,10:46,01-02-2009 00:00,21:30,1401,290,Property Damage,344,3300  COLORADO AV,KANSAS CITY,,PJ2765,EPD,U,2,SUS,B,M,21,"3300 COLORADO AV
KANSAS CITY, MO
(39.06435319500048, -94.52186576299965)"
90091779,11/22/2009 0:00,20:53,11/22/2009 0:00,20:00,401,13A,Aggravated Assault (,324,2500  HARDESTY AV,KANSAS CITY,64127,PJ2104,EPD,N,1,ARR,B,M,67,"2500 HARDESTY AV
KANSAS CITY, MO 64127
(39.07953258700047, -94.52010572999967)"
90064241,8/20/2009 0:00,03:35,8/19/2009 0:00,21:15,501,220,Burglary - Residence,122,1000  WOODLAND AV,KANSAS CITY,64106,PJ0990,CPD,U,1,SUS,U,U,,"1000 WOODLAND AV
KANSAS CITY, MO 64106
(39.10150594200047, -94.56058811799966)"
90000602,01-03-2009 00:00,10:30,01-03-2009 00:00,10:30,2601,90Z,Misc Violation,631,I 35-29 HW/NE PARVIN RD,KANSAS CITY,64116,PC1224,SCP,U,2,SUS,W,F,14,"29 HW NE PARVIN RD
KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000599,01-03-2009 00:00,10:46,01-02-2009 00:00,21:30,1401,290,Property Damage,344,3300  COLORADO AV,KANSAS CITY,,PJ2765,EPD,U,1,SUS,B,M,23,"3300 COLORADO AV
KANSAS CITY, MO
(39.06435319500048, -94.52186576299965)"
90000598,01-03-2009 00:00,10:25,01-02-2009 00:00,12:40,501,220,Burglary - Residence,234,8500  HOLMES RD ,KANSAS CITY,64131,PJ6107,MPD,U,1,SUS,U,U,,"8500 HOLMES RD
KANSAS CITY, MO 64131
(38.97365427700049, -94.58122751199966)"
90000591,01-03-2009 00:00,10:03,12/31/2008 0:00,15:30,650,23G,Stealing Auto Parts/,631,3800  N EUCLID AV,KANSAS CITY,64116,PC1305,SCP,U,1,SUS,U,U,,"3800 EUCLID AV
KANSAS CITY, MO 64116
(39.16306273000049, -94.55643062599967)"
90000597,01-03-2009 00:00,10:42,01-02-2009 00:00,20:00,690,23H,Stealing All Other,314,4700  INDEPENDENCE AV,KANSAS CITY,64124,PJ0617,EPD,U,1,SUS,U,U,,"4700 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.105528008000476, -94.52709966799966)"
90000602,01-03-2009 00:00,10:30,01-03-2009 00:00,10:30,2601,90Z,Misc Violation,631,I 35-29 HW/NE PARVIN RD,KANSAS CITY,64116,PC1224,SCP,U,3,SUS,W,M,15,"29 HW NE PARVIN RD
KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
